id,call_number,borough_id,city,state_code,state_name,name,freebase_topic_id,floor_plans,public_notes,nondisplay_notes,phpbbno,created,modified,deleted,deleted_date
16563,YR.0216.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16564,YR.0217.MH,MH,Manhattan,NY,New York,Apartment Beautiful,"",1,"","",0,,,0,
16565,YR.0218.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16566,YR.0219.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16567,YR.0222.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16568,YR.0224.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16569,YR.0225.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16570,YR.0227.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16571,YR.0229.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16572,YR.0231.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16573,YR.0235.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16574,YR.0236.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16575,YR.0238.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16576,YR.0240.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16577,YR.0241.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16578,YR.0242.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16579,YR.0243.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16580,YR.0244.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16581,YR.0245.MH,MH,Manhattan,NY,New York,River Tower,"",1,"","",0,,,0,
16582,YR.0246.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16583,YR.0247.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16584,YR.0248.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16585,YR.0249.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16586,YR.0250.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16587,YR.0251.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16588,YR.0252.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16589,YR.0253.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16590,YR.0254.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16591,YR.0255.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16592,YR.0256.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16593,YR.0258.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16594,YR.0259.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16595,YR.0262.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16596,YR.0266.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16597,YR.0267.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16598,YR.0268.MH,MH,Manhattan,NY,New York,Sutton Place Colony,"",1,"","",0,,,0,
16599,YR.0269.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16600,YR.0270.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16601,YR.0271.MH,MH,Manhattan,NY,New York,Sutton East,"",1,"","",0,,,0,
16602,YR.0272.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16603,YR.0273.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16604,YR.0274.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16605,YR.0275.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16606,YR.0279.MH,MH,Manhattan,NY,New York,200 East,"",1,"","",0,,,0,
16607,YR.0281.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16608,YR.0283.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16609,YR.0284.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16610,YR.0285.MH,MH,Manhattan,NY,New York,Excelsior,"",1,"","",0,,,0,
16611,YR.0287.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16612,YR.0288.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16613,YR.0289.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16614,YR.0292.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16615,YR.0294.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16616,YR.0296.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16617,YR.0297.MH,MH,Manhattan,NY,New York,Picasso,"",1,"","",0,,,0,
16618,YR.0298.MH,MH,Manhattan,NY,New York,Caprice,"",1,"","",0,,,0,
16619,YR.0300.MH,MH,Manhattan,NY,New York,"","",1,"","",127,,,0,
16620,YR.0304.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16621,YR.0305.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16622,YR.0306.MH,MH,Manhattan,NY,New York,Colonnade East,"",1,"","",0,,,0,
16623,YR.0307.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16624,YR.0308.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16625,YR.0310.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16626,YR.0311.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16627,YR.0312.MH,MH,Manhattan,NY,New York,Cumberland House,"",1,"","",0,,,0,
16628,YR.0313.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16629,YR.0314.MH,MH,Manhattan,NY,New York,Victorian,"",1,"","",0,,,0,
16630,YR.0317.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16631,YR.0319.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16632,YR.0323.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16633,YR.0325.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16634,YR.0326.MH,MH,Manhattan,NY,New York,Beekman Townhouse,"",1,"","",0,,,0,
16635,YR.0328.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16636,YR.0330.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16637,YR.0331.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16638,YR.0333.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16639,YR.0334.MH,MH,Manhattan,NY,New York,Sutton Terrace,"",1,"","",0,,,0,
16640,YR.0336.MH,MH,Manhattan,NY,New York,Joyce Towers,"",1,"","",0,,,0,
16641,YR.0339.MH,MH,Manhattan,NY,New York,The Beekman Estate/The Phoenix,"",1,"","",0,,,0,
16642,YR.0342.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16643,YR.0343.MH,MH,Manhattan,NY,New York,Concorde,"",0,"","",0,,,0,
16644,YR.0344.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16645,YR.0347.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16646,YR.0349.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16647,YR.0350.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16648,YR.0352.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16649,YR.0353.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16650,YR.0354.MH,MH,Manhattan,NY,New York,Manhattan House,"",1,"","",0,,,0,
16651,YR.0355.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16652,YR.0356.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16653,YR.0357.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16654,YR.0358.MH,MH,Manhattan,NY,New York,Collins House,"",1,"","",0,,,0,
16655,YR.0359.MH,MH,Manhattan,NY,New York,Hardenbrook House,"",1,"","",0,,,0,
16656,YR.0360.MH,MH,Manhattan,NY,New York,Town House,"",1,"","",0,,,0,
16657,YR.0361.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16658,YR.0362.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16659,YR.0364.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16660,YR.0366.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16661,YR.0367.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16662,YR.0369.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16663,YR.0371.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16664,YR.0372.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16665,YR.0374.MH,MH,Manhattan,NY,New York,Fairfax,"",1,"","",0,,,0,
16666,YR.0375.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16667,YR.0377.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16668,YR.0378.MH,MH,Manhattan,NY,New York,Plaza East,"",1,"","",0,,,0,
16669,YR.0379.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16670,YR.0380.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16671,YR.0381.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16672,YR.0382.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16673,YR.0383.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16674,YR.0384.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16675,YR.0385.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16676,YR.0386.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16677,YR.0387.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16678,YR.0388.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16679,YR.0389.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16680,YR.0391.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16681,YR.0393.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16682,YR.0394.MH,MH,Manhattan,NY,New York,Towers East,"",1,"","",0,,,0,
16683,YR.0395.MH,MH,Manhattan,NY,New York,Empire House,"",1,"","",0,,,0,
16684,YR.0397.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16685,YR.0398.MH,MH,Manhattan,NY,New York,"","",1,"","",86,,,0,
16686,YR.0399.MH,MH,Manhattan,NY,New York,North and South Lenox,"",1,"","",0,,,0,
16687,YR.0401.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16688,YR.0404.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16689,YR.0405.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16690,YR.0406.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16691,YR.0408.MH,MH,Manhattan,NY,New York,Fontaine,"",1,"","",0,,,0,
16692,YR.0411.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16693,YR.0412.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16694,YR.0414.MH,MH,Manhattan,NY,New York,"","",1,"","",127,,,0,
16695,YR.0418.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16696,YR.0423.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16697,YR.0426.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16698,YR.0428.MH,MH,Manhattan,NY,New York,"","",0,Handwritten note corrects address to 1230 Park Avenue,"",0,,,0,
16699,YR.0429.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16700,YR.0430.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16701,YR.0431.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16702,YR.0433.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16703,YR.0437.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16704,YR.0438.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16705,YR.0439.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16706,YR.0441.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16707,YR.0442.MH,MH,Manhattan,NY,New York,"","",1,"","",127,,,0,
16708,YR.0444.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16709,YR.0445.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16710,YR.0447.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16711,YR.0448.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16712,YR.0451.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16713,YR.0452.MH,MH,Manhattan,NY,New York,Wilshire,"",1,"","",0,,,0,
16714,YR.0453.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16715,YR.0454.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16716,YR.0455.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16717,YR.0456.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16718,YR.0459.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16719,YR.0463.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16720,YR.0464.MH,MH,Manhattan,NY,New York,Gracie Square Hospital,"",1,"","",0,,,0,
16721,YR.0466.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16722,YR.0468.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16723,YR.0470.MH,MH,Manhattan,NY,New York,"","",0,Decoration Consultant: Edith Lefohn,"",0,,,0,
16724,YR.0472.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16725,YR.0473.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16726,YR.0474.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16727,YR.0475.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16728,YR.0479.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16729,YR.0483.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16730,YR.0487.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16731,YR.0488.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16732,YR.0489.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16733,YR.0491.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16734,YR.0492.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16735,YR.0495.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16736,YR.0497.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16737,YR.0500.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16738,YR.0501.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16739,YR.0502.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16740,YR.0503.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16741,YR.0505.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16742,YR.0506.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16743,YR.0507.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16744,YR.0508.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16745,YR.0509.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16746,YR.0510.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16747,YR.0511.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16748,YR.0513.MH,MH,Manhattan,NY,New York,Gregory House,"",1,"","",0,,,0,
16749,YR.0516.MH,MH,Manhattan,NY,New York,Town House East,"",1,"","",0,,,0,
16750,YR.0519.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16751,YR.0520.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16752,YR.0521.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16753,YR.0522.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16754,YR.0523.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16755,YR.0524.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16756,YR.0525.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16757,YR.0526.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16758,YR.0527.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16759,YR.0528.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16760,YR.0529.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16761,YR.0530.MH,MH,Manhattan,NY,New York,Eton,"",0,Lobby décor: Ellen Lahman McCluskey Interiors Inc.,"",0,,,0,
16762,YR.0533.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16763,YR.0534.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16764,YR.0535.MH,MH,Manhattan,NY,New York,Ambassador Apartments East,"",1,"","",0,,,0,
16765,YR.0536.MH,MH,Manhattan,NY,New York,Wimbledon,"",0,"Furnished Models: Ben Beckman Associates; Lobby Design: Machinist/Kondylis Architects","",0,,,0,
16766,YR.0537.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16767,YR.0538.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16768,YR.0539.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16769,YR.0541.MH,MH,Manhattan,NY,New York,Riverview North,"",1,"","",0,,,0,
16770,YR.0542.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16771,YR.0543.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16772,YR.0544.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16773,YR.0546.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16774,YR.0547.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16775,YR.0550.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16776,YR.0551.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16777,YR.0552.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16778,YR.0553.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16779,YR.0557.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16780,YR.0558.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16781,YR.0559.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16782,YR.0560.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16783,YR.0561.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16784,YR.0565.MH,MH,Manhattan,NY,New York,Gracie,"",1,"","",0,,,0,
16785,YR.0567.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16786,YR.0568.MH,MH,Manhattan,NY,New York,"Parkland Apartments, Inc.","",0,Brochure never folded.,"",0,,,0,
16787,YR.0569.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16788,YR.0570.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16789,YR.0572.MH,MH,Manhattan,NY,New York,Shoreview Towers,"",1,"","",0,,,0,
16790,YR.0573.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16791,YR.0576.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16792,YR.0578.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16793,YR.0579.MH,MH,Manhattan,NY,New York,Kaskel,"",1,"","",0,,,0,
16794,YR.0580.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16795,YR.0583.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16796,YR.0585.MH,MH,Manhattan,NY,New York,Yorkshire Tower,"",1,"","",0,,,0,
16797,YR.0588.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16798,YR.0589.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16799,YR.0591.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16800,YR.0592.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16801,YR.0593.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16802,YR.0594.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16803,YR.0595.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16804,YR.0596.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16805,YR.0597.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16806,YR.0599.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16807,YR.0600.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16808,YR.0601.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16809,YR.0602.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16810,YR.0603.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16811,YR.0604.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16812,YR.0606.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16813,YR.0607.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16814,YR.0608.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16815,YR.0609.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16816,YR.0610.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16817,YR.0611.MH,MH,Manhattan,NY,New York,Gracie Gardens,"",1,"","",0,,,0,
16818,YR.0612.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16819,YR.0613.MH,MH,Manhattan,NY,New York,"","",0,Piece includes handwritten notes from previous owners.,"",0,,,0,
16820,YR.0614.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16821,YR.0616.MH,MH,Manhattan,NY,New York,"","",1,"","",127,,,0,
16822,YR.0617.MH,MH,Manhattan,NY,New York,"","",0,Piece includes handwritten notes from previous owners. ,"",88,,,0,
16823,YR.0618.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16824,YR.0624.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16825,YR.0626.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16826,YR.0628.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16827,YR.0629.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16828,YR.0630.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16829,YR.0631.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16830,YR.0634.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16831,YR.0635.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16832,YR.0637.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16833,YR.0638.MH,MH,Manhattan,NY,New York,Guardsman,"",1,"","",0,,,0,
16834,YR.0640.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16835,YR.0641.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16836,YR.0643.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16837,YR.0644.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16839,YR.0652.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16840,YR.0653.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16841,YR.0654.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16842,YR.0655.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16843,YR.0656.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16844,YR.0658.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16845,YR.0659.MH,MH,Manhattan,NY,New York,Butterfield House,"",1,"","",0,,,0,
16846,YR.0660.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16847,YR.0661.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16848,YR.0662.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16849,YR.0667.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16850,YR.0668.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16851,YR.0671.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16852,YR.0672.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16853,YR.0674.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16854,YR.0681.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16855,YR.0683.MH,MH,Manhattan,NY,New York,Chelsea Lane,"",1,"","",0,,,0,
16856,YR.0684.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16857,YR.0685.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16858,YR.0686.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16859,YR.0687.MH,MH,Manhattan,NY,New York,Chelsea Lane,"",1,"","",0,,,0,
16860,YR.0690.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16861,YR.0692.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16862,YR.0693.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16863,YR.0695.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16864,YR.0697.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16865,YR.0701.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16866,YR.0703.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16867,YR.0704.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16868,YR.0705.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16869,YR.0708.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16870,YR.0710.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16871,YR.0713.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16872,YR.0715.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16873,YR.0719.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16874,YR.0720.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16875,YR.0721.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16876,YR.0722.MH,MH,Manhattan,NY,New York,Irvin House,"",1,"","",0,,,0,
16877,YR.0724.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16878,YR.0725.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16879,YR.0726.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16880,YR.0727.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16881,YR.0728.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16882,YR.0730.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16883,YR.0732.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
16884,YR.0733.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
